Performance,Video URL
1.106,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-999607261342550
2.2447,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-997580728807604
2.0126,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992418235673669
1.7708,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-992064161877405
0.6293,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-991636695150147
0.3461,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-989969399547901
2.2595,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-989930303148492
1.1227,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-989654009083459
1.6355,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-989600295478567
0.6434,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-989284361966196
1.974,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-988185795921355
1.5009,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-987643572956494
1.4025,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-987287402378278
0.333,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-987232088920289
1.8499,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-986360206629277
2.263,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-983335896508749
0.4711,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-978448136455993
1.8942,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-977008307250628
0.429,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-975523146942238
1.5853,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-967731231014052
1.5842,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-966715248087290
2.0997,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-966458824582483
1.8586,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-966019214364727
0.5496,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-965108935263649
0.3276,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-964733417506862
0.3814,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-963303392509872
0.3103,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-960884234555681
1.393,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958774641659407
1.3293,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958675741960412
1.5975,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-958267042213267
0.6777,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-954832972830686
0.6267,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-954440782897187
1.1695,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-951885082053340
0.2189,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-951491629353387
0.924,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-946181943065342
2.1427,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-944981830978756
0.625,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-944755280756437
2.0133,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-944160410298140
1.4262,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-942779243913664
1.9896,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-942524046763053
1.4343,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-940634710428411
0.743,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-939795907980426
0.7173,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-938232524809973
0.6871,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-937508703912579
0.2011,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-937410954343974
0.9191,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935558767885747
1.6515,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935530867630269
2.0666,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935168780798574
1.2673,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-933913194646448
0.7001,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-933773150951550
0.5158,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932703258597949
2.2497,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932296771464171
2.2362,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932085787962122
2.0555,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932038864470963
2.2847,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-930116227971248
1.8266,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929830031529018
0.9358,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929511878466995
1.3256,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929300948587514
0.3247,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925596815118953
0.4572,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925260332281638
1.9042,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-924865635226814
1.8667,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-924585008982148
1.7492,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-621652523105267
0.2689,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-621266003076530
1.2383,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-620702145697389
1.2875,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-620154813059921
0.9139,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-618555366744628
1.8351,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6174004652651971
0.7379,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-617288786873081
0.3688,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6172742522782221
1.2673,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613417017284998
0.6284,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613197413789434
1.541,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613152173490344
1.1942,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-612555930635832
0.5582,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-612426467555072
0.2946,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-611188517518682
2.1881,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6107397609317402
1.7413,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6096104653784047
1.1599,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-606237444463640
1.4393,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-605272664726548
0.2606,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6046690562050296
1.2,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604285914607200
1.5304,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604041931565137
0.4917,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-603099807587246
0.2123,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911926190614858
1.887,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911482386703699
1.9529,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911172609864769
0.8536,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-910958533691058
0.8701,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909937876815529
1.517,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909110383822260
0.3052,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909067460285978
0.5691,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-907416560296782
0.9162,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-906909830682725
0.5857,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-906506897404894
0.9664,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905844110841635
0.239,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399
2.1973,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905545323817883
2.2575,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904815481005158
2.2526,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904480964010630
0.2472,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904174908300812
0.7601,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903960640750545
0.826,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903913985069116
0.3204,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903060767715541
1.2998,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902843234362370
1.3935,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902456848100089
1.175434933,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902309670925392
1.757556056,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-9020567984620018
0.9215848452,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-901695498551491
0.1466684601,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-901272811190482
0.2497496933,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-899987727789409
0.9217469743,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8995485367146316
0.9405613652,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-899155277883965
1.255987728,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898967424867870
0.6091829314,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898402801287469
1.735788341,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898103501380741
1.516110587,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-897680994566577
0.6604379065,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-897088088160051
0.2127666108,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896843165102015
0.1530842734,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896598988012982
0.08417205362,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896589688256009
0.7829078515,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-895042408159688
0.8012602308,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894559812351386
0.07429619549,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894559522288371
1.074046466,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894457734962164
1.590969489,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894066258497958
0.9923802883,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-893539262677484
0.8214933286,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-893173505441981
0.1074778487,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-892383375224287
0.2380960316,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891684945300160
0.3145898018,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891661008828094
1.074473516,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891391212618023
0.8803536266,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-890166872024685
0.4822262029,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-890005255637433
1.268589469,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889728479746704
0.832272224,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889604775414234
1.772122031,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889375178765113
0.8701819665,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888593019388197
1.78787897,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888183703182855
0.2966681915,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888062106715252
0.1758764957,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888056015719840
1.700860723,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-887363366529815
0.3332335537,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-886609482926268
0.9395324934,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-886049645973007
0.9711602271,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885689066019680
0.3357867941,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885670366433640
0.3006670346,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885209946993560
0.4121572632,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883738210384679
1.071892981,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883246492824014
0.7125225635,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882993126248062
0.2484299366,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8828692983838031
0.5822382494,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882867522830120
1.373426554,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882019143545185
1.134600905,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881925359723909
0.6558166742,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8816515918390519
1.642976689,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881342303358042
0.6955850318,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881270063889884
0.161058226,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8806609246079208
0.715033664,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-880568190186256
0.5288023289,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-880340126836307
0.8726478368,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8796411607036992
0.09930791415,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-879631723735807
1.627105702,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-879049300656635
1.193510855,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877975993416760
0.9765860554,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877662697022279
0.01701075627,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877511836784655
1.423775128,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877210454387561
1.059146172,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877129693575192
1.376462849,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490
1.33176133,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876121221160846
0.8695748441,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-875485623676104
0.5277488215,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925
0.3347610411,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874747697073121
1.711824628,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874543520932484
0.1117321928,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874190910572544
1.063129008,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874084244131796
0.1205026184,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873560550525047
0.02681960488,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873317140849832
0.8402883805,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873043573965895
1.796113386,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872760463806517
0.3793758734,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872400620956045
0.0241627689,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872222594086011
0.1967932563,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872188860590219
0.2842529967,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871981848375866
0.3426879346,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8715627171842855
0.2752463194,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871286287458461
0.1271635041,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871185627435460
0.365768786,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871075730546911
1.779812097,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871037203883530
1.73474155,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-819765763526762
0.9127670642,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-818776323774715
0.187550585,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-818462803696191
0.4029003312,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817768845898837
0.7870814159,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817763467176157
0.03352479043,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817477363934899
0.6583141695,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817475239730695
1.717983451,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817135236672734
0.7160897865,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-816335920524988
0.9177957941,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-815391233916449
1.180560286,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-814072014151046
0.08318303351,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-813828049840959
1.726890067,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-811606650922029
0.9160400215,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8111507755613955
0.1487682764,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8100667816697710
0.3826100584,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-809480737932683
1.573638844,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-808321904744283
1.798727837,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-808097524590260
1.566296749,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-807800198130528
0.2536277381,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-806751788307038
1.702295069,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8057957437624799
1.023693612,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-803990118540094
0.229751702,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-803897110603133
1.015506916,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-802443478544141
0.8045490404,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8008073409211713
0.1441058572,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-7995631707140182
0.4571222737,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-797179088937277
1.339103855,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-797024995612413
1.197199209,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-796944101940903
0.23545392,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-793257836073148
0.4947736543,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-791572172961239
1.070042887,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-790055392972248
0.4906795382,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-789793989900194
0.5084273321,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-789715035654710
0.1284248087,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-786610583313461
1.071986204,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-696006115320413
0.3911038478,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-695130362192250
0.744290568,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-694675672308301
0.04452847739,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-693988272279384
1.291926299,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691857912087615
0.3921072658,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691581235967071
1.040332838,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691252805779835
0.1410098285,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-690670309134450
1.466037406,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-690541956158254
1.355930007,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689771035910864
0.7851982347,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689599909618915
1.070108955,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689363059404444
0.5824732671,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-688887926060399
1.157601485,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-687665956347322
1.197379298,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-687024156350870
1.211111704,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-686488653080244
1.196601535,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-686083626588321
1.671748012,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-684364333171304
1.354882813,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-684264882912286
1.417042428,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6837957766319053
0.7545153421,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-682791943270614
1.418460299,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-682596103528135
0.4200534,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680549530054789
1.256930836,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680540137074841
0.4222648323,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680162593779089
1.152822162,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-679261516829908
1.32076686,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-678133704039459
1.084055441,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-676770877464110
0.7411026971,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6764280623620361
0.7821149666,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-673961584214053
0.2876825287,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6720438181324436
0.7006029682,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-671839840899900
0.5331400112,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-429145826826558
0.6253766334,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-427878012859864
1.766969484,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-426644026275739
1.260474462,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-425151876539382
1.667158729,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-424802420355057
1.391908828,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-424394867097391
1.528898533,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1698824364241828
0.3545068912,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1693566687752051
1.5609306,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1689212771862832
0.9484886769,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1685108828975354
1.274918363,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1119706949586170
0.1561672047,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1119272995406354
1.444242618,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1118763132933218